,event_id,event_date,event_year,event_month,event_time,event_hour,event_am_pm,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,caused_fatalities,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude
10679,11050,2017-03-18 15:47:00,2017,March,15:47:00,15,PM,landslide,rain,unknown,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,112.595116,1.760867
10680,10441,2017-01-22 19:39:00,2017,January,19:39:00,19,PM,mudslide,downpour,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-117.835709,33.9225391
10681,10642,2017-01-21 20:21:00,2017,January,20:21:00,20,PM,landslide,freeze_thaw,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.3035053,48.72678738
10682,11073,2017-07-01 18:45:00,2017,July,18:45:00,18,PM,landslide,downpour,medium,above_coast,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,174.7227399,-36.61481695
10683,10485,2017-01-06 18:30:00,2017,January,18:30:00,18,PM,landslide,snowfall_snowmelt,medium,below_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.7586878,49.75158901
10684,10840,2017-02-26 19:45:00,2017,February,19:45:00,19,PM,landslide,snowfall_snowmelt,large,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,75.77361313,33.25646771
10685,10824,2017-03-06 16:52:00,2017,March,16:52:00,16,PM,landslide,unknown,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,75.19213091,33.3373721
10687,10906,2017-03-26 18:36:00,2017,March,18:36:00,18,PM,landslide,unknown,large,natural_slope,6.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,73.42104361,40.88167416
10688,10680,2016-12-06 15:21:00,2016,December,15:21:00,15,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-84.00841,35.557352
10689,10507,2017-03-21 19:32:00,2017,March,19:32:00,19,PM,mudslide,continuous_rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-116.369756,48.605862
10690,10787,2017-03-01 17:35:00,2017,March,17:35:00,17,PM,riverbank_collapse,downpour,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-76.70218909,-11.93255048
10691,10762,2017-07-05 13:16:00,2017,July,13:16:00,13,PM,landslide,downpour,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,44.6749956,42.25652741
10692,10519,2017-03-29 16:36:00,2017,March,16:36:00,16,PM,mudslide,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-116.7682735,47.4616048
10693,10636,2017-01-19 21:23:00,2017,January,21:23:00,21,PM,rock_fall,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-123.7739535,48.06938284
10694,10813,2017-04-11 13:34:00,2017,April,13:34:00,13,PM,rock_fall,earthquake,small,above_road,1.0,2.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,-89.33519618,13.70101326
10695,10703,2016-12-15 14:22:00,2016,December,14:22:00,14,PM,landslide,rain,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,178.440048,-18.095193
10696,10639,2017-03-17 18:40:00,2017,March,18:40:00,18,PM,rock_fall,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.438565,48.615529
10697,10555,2017-01-18 16:47:00,2017,January,16:47:00,16,PM,landslide,downpour,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.7508186,46.45955095
10698,11163,2017-07-10 14:21:00,2017,July,14:21:00,14,PM,landslide,continuous_rain,medium,unknown,2.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,93.85748748,26.95223279
10699,10961,2017-04-25 17:58:00,2017,April,17:58:00,17,PM,landslide,continuous_rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,92.67420963,24.0135808
10700,11156,2017-05-16 14:05:00,2017,May,14:05:00,14,PM,landslide,continuous_rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,93.99655231,25.73318099
10701,10807,2017-05-03 13:22:00,2017,May,13:22:00,13,PM,landslide,continuous_rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-76.88228049,18.11255566
10702,10362,2016-11-09 14:00:00,2016,November,14:00:00,14,PM,landslide,rain,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.606856,43.270395
10703,10823,2017-02-18 20:04:00,2017,February,20:04:00,20,PM,landslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,75.18134474,33.49573061
10704,10855,2017-04-17 17:47:00,2017,April,17:47:00,17,PM,landslide,construction,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,77.29184098,31.76419233
10705,10439,2016-12-16 14:35:00,2016,December,14:35:00,14,PM,mudslide,rain,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-117.940183,34.149216
10706,10902,2017-04-16 13:34:00,2017,April,13:34:00,13,PM,landslide,rain,medium,natural_slope,1.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,73.60000632,40.78356656
10707,11141,2017-01-20 19:44:00,2017,January,19:44:00,19,PM,landslide,downpour,large,engineered_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,123.8760501,10.442036
10708,11161,2017-06-24 13:23:00,2017,June,13:23:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,94.62220277,26.66354481
10709,11051,2017-01-23 20:14:00,2017,January,20:14:00,20,PM,landslide,downpour,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,110.3243565,1.401449275
10710,10476,2017-05-05 14:05:00,2017,May,14:05:00,14,PM,mudslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.0470126,50.68445384
10711,10433,2017-01-20 21:23:00,2017,January,21:23:00,21,PM,mudslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-117.3556802,34.28752918
10712,10837,2017-04-22 17:55:00,2017,April,17:55:00,17,PM,rock_fall,rain,medium,above_road,2.0,2.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,75.80816901,33.18368391
10713,11100,2017-03-18 15:55:00,2017,March,15:55:00,15,PM,landslide,downpour,medium,natural_slope,1.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,107.868913,-7.498069
10714,10864,2017-02-07 18:52:00,2017,February,18:52:00,18,PM,mudslide,construction,medium,urban,1.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,89.45570226,25.64319355
10715,11029,2016-12-10 14:22:00,2016,December,14:22:00,14,PM,landslide,rain,medium,natural_slope,2.0,2.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,102.431673,3.983405
10716,10307,2017-05-04 13:22:00,2017,May,13:22:00,13,PM,rock_fall,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-107.0531393,40.4839954
10718,10400,2017-03-21 15:47:00,2017,March,15:47:00,15,PM,rock_fall,rain,small,bluff,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-120.1723487,34.52842248
10719,11186,2016-12-21 13:57:00,2016,December,13:57:00,13,PM,landslide,mining,medium,mine,0.0,1.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,37.844734,48.396267
10720,10374,2017-01-20 15:39:00,2017,January,15:39:00,15,PM,debris_flow,snowfall_snowmelt,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.8489176,38.95349606
10721,11079,2017-03-12 15:09:00,2017,March,15:09:00,15,PM,landslide,downpour,large,deforested_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,175.069486,-37.267461
10722,10538,2017-02-21 17:34:00,2017,February,17:34:00,17,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-123.1458391,44.86769902
10723,11113,2016-11-15 14:00:00,2016,November,14:00:00,14,PM,landslide,rain,small,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,110.442857,-7.019422
10724,10756,2016-11-18 14:00:00,2016,November,14:00:00,14,PM,landslide,rain,large,unknown,3.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,42.190688,38.066351
10725,10689,2017-03-27 16:36:00,2017,March,16:36:00,16,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-82.61794521,35.69046875
10726,10569,2016-12-05 13:22:00,2016,December,13:22:00,13,PM,landslide,snowfall_snowmelt,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.795871,45.580476
10727,11102,2016-10-23 14:24:00,2016,October,14:24:00,14,PM,landslide,rain,medium,unknown,1.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,109.829559,-7.235152
10728,10767,2016-11-11 15:00:00,2016,November,15:00:00,15,PM,landslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-44.302371,-22.912451
10729,10712,2016-12-16 14:22:00,2016,December,14:22:00,14,PM,landslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,178.36266,-18.115639
10730,10314,2017-05-11 13:28:00,2017,May,13:28:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-104.7448595,37.59593032
10731,10438,2017-01-20 20:38:00,2017,January,20:38:00,20,PM,debris_flow,downpour,large,urban,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-117.9438775,34.15029849
10732,10536,2017-03-15 18:40:00,2017,March,18:40:00,18,PM,landslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-123.8354432,45.27076031
10733,11190,2017-05-04 13:22:00,2017,May,13:22:00,13,PM,landslide,other,small,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,17.01749869,51.11925844
10734,10619,2017-02-16 22:29:00,2017,February,22:29:00,22,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.19965,47.505313
10735,10308,2017-04-05 13:34:00,2017,April,13:34:00,13,PM,rock_fall,freeze_thaw,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-105.5829874,39.76403558
10736,10535,2017-03-24 17:32:00,2017,March,17:32:00,17,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-123.5477652,44.42016203
10737,11000,2017-03-26 14:24:00,2017,March,14:24:00,14,PM,landslide,unknown,medium,natural_slope,4.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,104.8439885,25.59124726
10738,10822,2017-04-17 13:34:00,2017,April,13:34:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,75.19329838,33.3191592
10739,10893,2017-05-10 13:28:00,2017,May,13:28:00,13,PM,landslide,rain,medium,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,74.48467921,42.56345357
10740,11189,2017-02-03 16:23:00,2017,February,16:23:00,16,PM,mudslide,downpour,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,24.25462294,48.11195613
10741,10702,2017-02-17 21:37:00,2017,February,21:37:00,21,PM,landslide,downpour,large,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,178.211023,-17.50987
10742,10573,2017-02-09 20:58:00,2017,February,20:58:00,20,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.8232586,45.58963702
10743,10391,2017-02-21 16:26:00,2017,February,16:26:00,16,PM,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.759662,37.734307
10744,10424,2016-11-27 13:59:00,2016,November,13:59:00,13,PM,rock_fall,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-118.921159,34.896813
10745,10399,2017-01-08 20:15:00,2017,January,20:15:00,20,PM,mudslide,downpour,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-120.6067082,35.13748644
10746,11155,2017-07-08 13:23:00,2017,July,13:23:00,13,PM,landslide,continuous_rain,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,94.03225673,25.72019272
10747,10995,2017-07-12 13:17:00,2017,July,13:17:00,13,PM,earth_flow,rain,medium,above_road,0.0,3.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,109.3447288,25.00832371
10748,11199,2017-04-06 13:19:00,2017,April,13:19:00,13,PM,landslide,unknown,small,above_coast,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-1.914334505,50.70439188
10749,11006,2016-11-22 15:00:00,2016,November,15:00:00,15,PM,landslide,construction,medium,unknown,5.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,119.284278,42.047741
10750,10951,2017-04-19 17:55:00,2017,April,17:55:00,17,PM,mudslide,rain,small,urban,0.0,2.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,73.97726045,15.2875681
10751,10585,2017-02-16 20:30:00,2017,February,20:30:00,20,PM,landslide,rain,small,engineered_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.5899302,45.34580587
10752,11019,2016-11-26 13:59:00,2016,November,13:59:00,13,PM,rock_fall,construction,small,engineered_slope,2.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,102.608286,12.856627
10753,10600,2017-03-24 14:10:00,2017,March,14:10:00,14,PM,mudslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.248738,47.959627
10754,10470,2017-04-27 13:17:00,2017,April,13:17:00,13,PM,landslide,rain,medium,below_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.1263032,50.95048157
10755,10942,2017-04-07 13:19:00,2017,April,13:19:00,13,PM,landslide,continuous_rain,medium,natural_slope,0.0,1.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,74.84254061,34.08325186
10756,10402,2017-02-17 21:01:00,2017,February,21:01:00,21,PM,mudslide,downpour,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.7061773,34.41067785
10757,10888,2017-07-10 13:23:00,2017,July,13:23:00,13,PM,landslide,unknown,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,85.31637561,28.13673979
10758,10504,2017-04-14 13:34:00,2017,April,13:34:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-118.1354978,48.75324647
10759,10565,2017-03-13 19:15:00,2017,March,19:15:00,19,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.721614,45.708725
10760,11210,2017-03-09 16:30:00,2017,March,16:30:00,16,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-5.469516,50.199554
10761,11122,2016-11-27 05:00:00,2016,November,05:00:00,5,AM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,125.485592,9.789939
10762,10366,2017-01-10 17:02:00,2017,January,17:02:00,17,PM,mudslide,downpour,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-121.5003975,39.50534156
10763,11086,2016-11-11 15:00:00,2016,November,15:00:00,15,PM,rock_fall,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,177.595887,-37.839925
10764,10803,2016-12-11 14:22:00,2016,December,14:22:00,14,PM,landslide,flooding,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-77.326712,18.456179
10765,10486,2017-05-05 20:27:00,2017,May,20:27:00,20,PM,landslide,snowfall_snowmelt,small,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.606888,49.77841802
10766,10616,2017-02-08 15:28:00,2017,February,15:28:00,15,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.4658786,47.43593125
10767,10844,2017-04-02 12:57:00,2017,April,12:57:00,12,PM,landslide,unknown,medium,above_road,3.0,7.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,75.678275,33.153219
10768,10610,2017-02-09 20:15:00,2017,February,20:15:00,20,PM,mudslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.362716,47.477798
10769,10903,2017-04-09 13:34:00,2017,April,13:34:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,73.53346121,40.8319699
10770,10633,2017-03-16 15:47:00,2017,March,15:47:00,15,PM,mudslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.108017,47.143517
10772,10648,2017-07-07 13:23:00,2017,July,13:23:00,13,PM,mudslide,continuous_rain,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-147.5017483,61.81411736
10773,10428,2016-12-16 14:35:00,2016,December,14:35:00,14,PM,mudslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-118.402419,34.379152
10774,10429,2016-12-19 19:27:00,2016,December,19:27:00,19,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-118.290174,34.438419
10775,11015,2016-12-20 14:02:00,2016,December,14:02:00,14,PM,landslide,downpour,large,natural_slope,4.0,10.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,109.171376,12.183736
10776,10551,2017-02-05 21:32:00,2017,February,21:32:00,21,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.3614243,45.51598796
10777,10867,2017-07-09 14:21:00,2017,July,14:21:00,14,PM,landslide,rain,large,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,81.03043256,29.48397512
10778,10611,2017-01-19 21:23:00,2017,January,21:23:00,21,PM,mudslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.387218,47.52013049
10779,10420,2017-01-11 19:05:00,2017,January,19:05:00,19,PM,landslide,rain,small,urban,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-118.368392,34.10541985
10780,10430,2017-01-19 14:59:00,2017,January,14:59:00,14,PM,mudslide,downpour,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-117.4983005,34.23932576
10781,11144,2017-04-08 13:19:00,2017,April,13:19:00,13,PM,landslide,earthquake,small,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,120.9108933,13.9764106
10782,10465,2017-05-05 20:27:00,2017,May,20:27:00,20,PM,landslide,snowfall_snowmelt,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.2999053,50.40649387
10783,10772,2017-01-10 17:22:00,2017,January,17:22:00,17,PM,mudslide,downpour,very_large,natural_slope,2.0,5.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,-65.467344,-23.916049
10784,11049,2017-07-10 14:05:00,2017,July,14:05:00,14,PM,landslide,unknown,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,112.6552469,2.02724068
10785,11154,2017-04-07 13:19:00,2017,April,13:19:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,93.93507183,25.77171292
10786,11063,2017-03-29 18:36:00,2017,March,18:36:00,18,PM,landslide,continuous_rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,153.1081019,-28.08114457
10787,10938,2017-04-07 13:19:00,2017,April,13:19:00,13,PM,landslide,rain,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,74.26149296,34.40393623
10788,10632,2017-02-09 22:29:00,2017,February,22:29:00,22,PM,mudslide,continuous_rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.2480438,47.18242872
10789,10427,2017-01-20 20:14:00,2017,January,20:14:00,20,PM,mudslide,downpour,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-118.1995991,34.46134035
10790,10644,2017-03-29 14:33:00,2017,March,14:33:00,14,PM,landslide,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.6968221,48.95454088
10791,10994,2017-07-02 13:16:00,2017,July,13:16:00,13,PM,landslide,rain,medium,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,111.8176623,25.0097541
10792,10533,2017-04-28 13:17:00,2017,April,13:17:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-123.4177916,45.61894112
10794,10716,2017-05-11 13:28:00,2017,May,13:28:00,13,PM,landslide,downpour,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-170.8105958,-14.30652636
10795,10885,2017-06-21 13:16:00,2017,June,13:16:00,13,PM,landslide,downpour,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,85.05138733,27.48969875
10796,10423,2017-05-02 19:03:00,2017,May,19:03:00,19,PM,landslide,unknown,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-118.3729323,34.0986105
10797,11033,2016-12-25 14:37:00,2016,December,14:37:00,14,PM,landslide,downpour,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,101.3742935,4.485386085
10799,10791,2016-12-01 15:24:00,2016,December,15:24:00,15,PM,landslide,rain,large,urban,6.0,3.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,-76.553491,3.423928
10800,11204,2017-03-04 20:35:00,2017,March,20:35:00,20,PM,landslide,unknown,small,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-8.20142,54.549683
10801,10718,2016-12-08 14:22:00,2016,December,14:22:00,14,PM,landslide,unknown,small,unknown,1.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,80.45979,7.160382
10802,10517,2017-03-14 19:15:00,2017,March,19:15:00,19,PM,mudslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-117.104534,47.68415
10803,10316,2017-02-18 22:04:00,2017,February,22:04:00,22,PM,mudslide,downpour,small,below_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-112.0888994,41.58206909
10804,11117,2016-11-12 15:00:00,2016,November,15:00:00,15,PM,landslide,flooding,large,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,112.877378,-7.897214
10805,10367,2017-01-04 19:12:00,2017,January,19:12:00,19,PM,rock_fall,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-120.9446006,39.99062776
10806,10761,2017-02-25 21:39:00,2017,February,21:39:00,21,PM,landslide,rain,medium,below_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,42.00481323,41.58207707
10807,10692,2017-04-12 13:34:00,2017,April,13:34:00,13,PM,landslide,freeze_thaw,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-72.77771339,46.72404963
10808,10965,2017-06-19 14:21:00,2017,June,14:21:00,14,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,91.8008536,24.33197035
10809,11038,2016-12-27 16:02:00,2016,December,16:02:00,16,PM,landslide,downpour,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,101.7311515,3.298065912
10810,10355,2016-12-16 14:35:00,2016,December,14:35:00,14,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-124.074714,41.357397
10811,10338,2017-04-23 17:58:00,2017,April,17:58:00,17,PM,landslide,unknown,large,burned_area,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-110.5015357,43.22319752
10812,10436,2017-02-17 18:40:00,2017,February,18:40:00,18,PM,mudslide,downpour,small,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-118.3661203,34.22240926
10813,10683,2017-04-07 13:19:00,2017,April,13:19:00,13,PM,rock_fall,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-81.52494138,36.22480107
10814,10347,2017-04-11 13:34:00,2017,April,13:34:00,13,PM,landslide,no_apparent_trigger,small,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-90.89805521,32.32082658
10815,11200,2017-05-10 13:28:00,2017,May,13:28:00,13,PM,landslide,rain,medium,above_coast,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-1.646321046,50.73336291
10816,10998,2017-01-20 14:57:00,2017,January,14:57:00,14,PM,landslide,unknown,medium,bluff,12.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,111.5967513,32.25158781
10818,11042,2017-04-10 20:44:00,2017,April,20:44:00,20,PM,landslide,rain,small,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,101.7626998,3.016558705
10819,10567,2017-03-18 20:58:00,2017,March,20:58:00,20,PM,rock_fall,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-115.513358,46.086845
10821,10831,2017-01-26 14:49:00,2017,January,14:49:00,14,PM,landslide,rain,unknown,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,75.17291044,33.36011691
10822,10418,2017-02-13 15:32:00,2017,February,15:32:00,15,PM,mudslide,leaking_pipe,small,below_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-118.392578,34.114347
