,event_id,event_date,event_year,event_month,event_time,event_hour,event_am_pm,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,caused_fatalities,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude
4874,7881,2015-08-29 14:00:00,2015,August,14:00:00,14,PM,landslide,downpour,medium,unknown,5.0,0.0,Yes,Nepal,NP,Central Region,1442271.0,Kathmandu,23.30844,85.2118,27.8884
4882,5870,2014-02-15 15:00:00,2014,February,15:00:00,15,PM,landslide,unknown,medium,above_road,0.0,0.0,No,United States,US,Oregon,6009.0,West Haven,5.35517,-122.7441,45.5624
4883,8567,2012-11-15 14:15:00,2012,November,14:15:00,14,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1884.0,Canyonville,22.68998,-123.3711,42.7341
4885,5885,2014-02-19 09:00:00,2014,February,09:00:00,9,AM,mudslide,continuous_rain,medium,above_road,0.0,0.0,No,United States,US,Washington,10670.0,Snoqualmie,1.73118,-121.8094,47.5399
4888,8748,2011-12-30 16:52:00,2011,December,16:52:00,16,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4935.0,Tillamook,23.74379,-123.5827,45.5635
4894,9574,2016-10-09 00:00:00,2016,October,00:00:00,0,AM,landslide,downpour,medium,unknown,0.0,0.0,No,Taiwan,TW,Taiwan,109584.0,Taitung City,10.27962,121.0448,22.7674
4895,8196,2015-02-09 10:56:00,2015,February,10:56:00,10,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3205.0,Oakridge,24.32483,-122.1936,43.6461
4899,7931,2015-12-20 23:40:00,2015,December,23:40:00,23,PM,landslide,unknown,large,mine,69.0,16.0,Yes,China,CN,Guangdong,0.0,Taoyuan,4.79341,113.9349,22.7099
4900,4751,2013-02-14 11:55:00,2013,February,11:55:00,11,AM,landslide,mining,medium,unknown,10.0,3.0,Yes,Philippines,PH,Western Visayas,5470.0,Semirara,4.4387,121.3734,12.1012
4901,5900,2014-02-25 00:00:00,2014,February,00:00:00,0,AM,landslide,unknown,medium,above_road,0.0,0.0,No,United States,US,Oregon,10539.0,Damascus,2.45405,-122.4635,45.3958
4903,8896,2015-11-03 19:00:00,2015,November,19:00:00,19,PM,landslide,downpour,medium,above_road,0.0,0.0,No,United States,US,California,2535.0,Cabazon,8.48312,-116.8176,33.8453
4906,8457,2013-08-22 16:12:00,2013,August,16:12:00,16,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,703.0,Canyon City,12.39144,-118.969,44.2789
4908,8064,2015-12-17 17:12:00,2015,December,17:12:00,17,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2033.0,Waldport,5.52743,-124.0022,44.4126
4913,5489,2013-09-10 07:30:00,2013,September,07:30:00,7,AM,landslide,rain,medium,unknown,0.0,1.0,No,United States,US,Arizona,65870.0,Flagstaff,7.39122,-111.6179,35.2588
4917,7233,2015-07-19 00:00:00,2015,July,00:00:00,0,AM,landslide,downpour,medium,below_road,0.0,1.0,No,United States,US,California,1006.0,Niland,53.76298,-115.3871,33.712
4918,5821,2014-01-23 18:00:00,2014,January,18:00:00,18,PM,landslide,downpour,unknown,unknown,1.0,0.0,Yes,Indonesia,ID,Bali,0.0,Tegalasih,2.20709,114.928,-8.3262
4920,7691,2015-08-15 00:00:00,2015,August,00:00:00,0,AM,riverbank_collapse,downpour,medium,above_river,0.0,0.0,No,Vietnam,VN,Ha Nội,0.0,Đại Nghĩa,0.2183,105.7431,20.688
4922,6952,2015-06-18 00:00:00,2015,June,00:00:00,0,AM,mudslide,continuous_rain,small,below_road,0.0,0.0,No,United States,US,Oklahoma,2739.0,Longtown,19.40495,-95.6457,35.1087
4923,7490,2015-10-15 13:00:00,2015,October,13:00:00,13,PM,landslide,downpour,medium,above_road,0.0,0.0,No,Costa Rica,CR,Cartago,4060.0,Tobosí,5.15142,-83.9815,9.7917
4924,7953,2016-03-25 00:18:00,2016,March,00:18:00,0,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4584.0,Philomath,20.54069,-123.5804,44.6452
4926,9152,2016-01-02 00:00:00,2016,January,00:00:00,0,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,California,11310.0,Magalia,10.83446,-121.4969,39.7375
4927,7947,2016-06-28 00:00:00,2016,June,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,Nepal,NP,Central Region,0.0,Chongdui,60.08637,85.3644,28.2465
4928,8052,2015-12-18 03:22:00,2015,December,03:22:00,3,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2033.0,Waldport,18.70217,-123.8369,44.4
4936,8518,2012-12-18 15:42:00,2012,December,15:42:00,15,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,8469.0,Eagle Point,14.41431,-122.6355,42.4341
4937,7117,2015-04-27 00:00:00,2015,April,00:00:00,0,AM,landslide,downpour,medium,urban,7.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,-38.4837,-12.9828
4941,7702,2015-08-20 00:00:00,2015,August,00:00:00,0,AM,landslide,rain,medium,unknown,1.0,2.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,92.1868,22.2092
4942,8543,2012-11-21 08:26:00,2012,November,08:26:00,8,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1855.0,Mill City,21.15053,-122.2226,44.699
4943,8918,2016-07-11 19:00:00,2016,July,19:00:00,19,PM,landslide,unknown,medium,bluff,0.0,0.0,No,United Kingdom,GB,England,32972.0,Exmouth,1.95174,-3.3803,50.6079
4944,5916,2014-03-03 00:00:00,2014,March,00:00:00,0,AM,landslide,downpour,unknown,unknown,0.0,0.0,No,United States,US,Washington,5731.0,North Bend,4e-05,-121.7868,47.4957
4945,6418,2004-11-29 00:00:00,2004,November,00:00:00,0,AM,landslide,tropical_cyclone,medium,unknown,100.0,0.0,Yes,Philippines,PH,Mimaropa,9163.0,Real,0.86426,121.6009,14.6568
4950,9045,2015-12-11 00:00:00,2015,December,00:00:00,0,AM,debris_flow,rain,medium,above_road,0.0,0.0,No,United States,US,California,1628.0,Mountain Ranch,8.47994,-120.5983,38.2897
4951,9597,2016-09-25 23:00:00,2016,September,23:00:00,23,PM,landslide,downpour,medium,unknown,0.0,0.0,No,Georgia,GE,Ajaria,2061.0,Ochkhamuri,3.84219,41.887,41.8362
4952,6451,2010-06-06 00:00:00,2010,June,00:00:00,0,AM,mudslide,monsoon,small,mine,2.0,0.0,Yes,Thailand,TH,Phuket,14797.0,Patong,1.42258,98.3095,7.8963
4953,6607,2014-12-27 18:45:00,2014,December,18:45:00,18,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,United States,US,Colorado,1027.0,Minturn,4.47152,-106.3967,39.556
4955,8338,2015-09-20 00:00:00,2015,September,00:00:00,0,AM,debris_flow,downpour,medium,unknown,0.0,0.0,No,Canada,CA,British Columbia,2192.0,Pemberton,18.60547,-122.7103,50.4729
4960,6329,2014-10-28 00:00:00,2014,October,00:00:00,0,AM,landslide,rain,small,above_road,0.0,0.0,No,United Kingdom,GB,Scotland,1296.0,Garelochhead,15.82406,-4.847,56.2238
4962,6065,2014-06-18 23:00:00,2014,June,23:00:00,23,PM,landslide,rain,small,above_road,0.0,0.0,No,South Africa,ZA,Western Cape,32289.0,Retreat,7.3846,18.4545,-34.1192
4963,8172,2015-07-13 14:15:00,2015,July,14:15:00,14,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,9828.0,Baker City,41.61581,-117.4194,44.5457
4968,6664,2014-03-12 23:00:00,2014,March,23:00:00,23,PM,landslide,downpour,medium,deforested_slope,0.0,0.0,No,Guatemala,GT,Quiché,7850.0,San Luis Ixcán,22.56101,-90.8924,15.7318
4970,7497,2015-06-29 00:00:00,2015,June,00:00:00,0,AM,landslide,downpour,small,above_road,0.0,0.0,No,Panama,PA,Bocas del Toro,22900.0,Changuinola,5.97977,-82.4858,9.388
4972,7048,2015-05-21 00:00:00,2015,May,00:00:00,0,AM,mudslide,continuous_rain,medium,urban,0.0,0.0,No,United States,US,Colorado,416427.0,Colorado Springs,2.193,-104.8466,38.8327
4975,10026,2017-06-24 13:10:00,2017,June,13:10:00,13,PM,landslide,continuous_rain,catastrophic,above_river,103.0,3.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,103.6656168,32.08087401
4977,7895,2015-08-28 00:00:00,2015,August,00:00:00,0,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,North Carolina,8362.0,Roxboro,18.47879,-79.108,36.526
4981,482,2008-03-20 23:00:00,2008,March,23:00:00,23,PM,landslide,downpour,medium,above_river,4.0,10.0,Yes,Philippines,PH,Davao,7506.0,Sarangani,10.29236,125.4616,6.5309
4984,7612,2016-04-03 09:00:00,2016,April,09:00:00,9,AM,rock_fall,unknown,small,above_road,0.0,0.0,No,United States,US,Oregon,1615.0,Merlin,10.25123,-123.5356,42.5518
4996,5840,2014-02-04 23:00:00,2014,February,23:00:00,23,PM,landslide,downpour,small,below_road,0.0,0.0,No,United Kingdom,GB,England,10676.0,Dawlish,0.19646,-3.4585,50.5848
4998,8709,2012-01-19 13:19:00,2012,January,13:19:00,13,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,22068.0,Newberg,6.41171,-122.9626,45.3573
5008,6762,2015-02-07 00:00:00,2015,February,00:00:00,0,AM,mudslide,rain,small,above_road,0.0,0.0,No,Canada,CA,British Columbia,9813.0,Nelson,35.18346,-116.9114,49.7022
5009,8807,2011-03-06 08:43:00,2011,March,08:43:00,8,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1795.0,Glide,15.05914,-122.9157,43.2965
5011,8263,2014-12-20 12:07:00,2014,December,12:07:00,12,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1035.0,Pacific City,9.0854,-123.896,45.1357
5013,7662,2016-04-26 00:00:00,2016,April,00:00:00,0,AM,rock_fall,rain,small,above_road,0.0,0.0,No,United States,US,South Dakota,10494.0,Spearfish,8.87258,-103.8842,44.413
5014,6572,2014-12-19 17:00:00,2014,December,17:00:00,17,PM,landslide,unknown,medium,above_road,0.0,0.0,No,Malaysia,MY,Terengganu,285065.0,Kuala Terengganu,52.79844,102.6857,5.1894
5016,7634,2016-04-15 00:00:00,2016,April,00:00:00,0,AM,other,earthquake,small,retaining_wall,0.0,0.0,No,Japan,JP,Kumamoto,680423.0,Kumamoto,1.33516,130.7061,32.8054
5023,8006,2016-01-21 20:20:00,2016,January,20:20:00,20,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1286.0,Bay City,5.5821,-123.9343,45.5616
5024,6270,2014-10-16 23:00:00,2014,October,23:00:00,23,PM,mudslide,downpour,small,retaining_wall,9.0,0.0,Yes,Nicaragua,NI,Managua,70013.0,Ciudad Sandino,5.59574,-86.2409,12.1137
5028,9500,2016-09-11 00:00:00,2016,September,00:00:00,0,AM,unknown,unknown,medium,above_road,0.0,0.0,No,Nepal,NP,Central Region,0.0,Chongdui,59.9674,85.3679,28.2568
5030,7810,1998-12-28 00:00:00,1998,December,00:00:00,0,AM,debris_flow,downpour,small,above_road,0.0,0.0,No,United States,US,Washington,6651.0,Wollochet,1.77066,-122.6069,47.272
5032,7086,2015-07-02 05:40:00,2015,July,05:40:00,5,AM,landslide,mining,small,natural_slope,0.0,0.0,No,Bulgaria,BG,Sofiya,82467.0,Pernik,0.98412,23.0414,42.6065
5033,6110,2014-06-27 00:00:00,2014,June,00:00:00,0,AM,landslide,rain,small,unknown,3.0,0.0,Yes,India,IN,Assam,899094.0,Guwahati,3.44859,91.7697,26.1619
5035,8413,2013-12-23 18:51:00,2013,December,18:51:00,18,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2038.0,Sisters,35.92775,-121.995,44.337
5036,7282,2015-07-27 00:00:00,2015,July,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,China,CN,Xinjiang Uygur Zizhiqu,2005.0,Barishāl,90.35767,75.4377,36.8532
5037,7358,2015-07-29 23:00:00,2015,July,23:00:00,23,PM,landslide,downpour,medium,above_road,0.0,0.0,No,Nepal,NP,Western Region,23296.0,Bāglung,15.05637,83.7432,28.2748
5038,8786,2011-04-08 19:38:00,2011,April,19:38:00,19,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1940.0,Enterprise,24.01278,-117.5167,45.563
5039,6884,2015-03-16 01:00:00,2015,March,01:00:00,1,AM,landslide,downpour,small,below_road,0.0,0.0,No,United States,US,Washington,22699.0,Mercer Island,1.07599,-122.2132,47.5631
5050,8601,2012-04-03 16:09:00,2012,April,16:09:00,16,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3866.0,Coquille,11.16191,-124.2706,43.2571
5053,8868,2016-07-06 00:00:00,2016,July,00:00:00,0,AM,mudslide,downpour,large,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,99.2543,28.6904
5054,9047,2015-12-11 00:00:00,2015,December,00:00:00,0,AM,debris_flow,rain,medium,above_road,0.0,0.0,No,United States,US,California,1628.0,Mountain Ranch,8.47708,-120.5983,38.2897
5055,9294,2016-02-08 00:00:00,2016,February,00:00:00,0,AM,landslide,unknown,medium,urban,6.0,0.0,Yes,China,CN,Guangxi Zhuang Autonomous Region,0.0,Xincheng Chengguanzhen,33.08041,108.8148,23.827
5058,5309,2013-08-10 10:00:00,2013,August,10:00:00,10,AM,landslide,downpour,medium,unknown,7.0,2.0,Yes,India,IN,Orissa,79421.0,Brājarājnagar,4.73888,83.8847,21.786
5059,6442,2013-10-13 18:00:00,2013,October,18:00:00,18,PM,landslide,no_apparent_trigger,small,bluff,0.0,0.0,No,United States,US,Washington,9113.0,Port Townsend,3.06038,-122.7748,48.1428
5060,6609,2014-12-28 14:30:00,2014,December,14:30:00,14,PM,mudslide,rain,small,bluff,0.0,0.0,No,United States,US,Washington,1035.0,Langley,6.42842,-122.3635,47.9899
5068,8441,2013-09-28 14:44:00,2013,September,14:44:00,14,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1291.0,Heppner,59.76805,-119.4508,44.8207
5069,5914,2014-03-02 14:00:00,2014,March,14:00:00,14,PM,landslide,unknown,medium,above_road,0.0,0.0,No,United States,US,Washington,14095.0,Washougal,9.50232,-122.2559,45.5315
5071,8578,2012-10-16 04:22:00,2012,October,04:22:00,4,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1795.0,Glide,43.44404,-122.566,43.2906
5073,8398,2014-02-09 08:02:00,2014,February,08:02:00,8,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3205.0,Oakridge,54.44297,-122.4142,43.2577
5075,9618,2016-10-15 00:00:00,2016,October,00:00:00,0,AM,rock_fall,downpour,small,above_road,0.0,0.0,No,India,IN,West Bengal,43000.0,Kālimpong,15.33643,88.4486,26.9343
5076,7009,2015-06-27 00:00:00,2015,June,00:00:00,0,AM,mudslide,downpour,small,above_road,0.0,0.0,No,United States,US,Pennsylvania,1320.0,West Conshohocken,0.98504,-75.3278,40.0707
5077,9278,2016-05-31 00:00:00,2016,May,00:00:00,0,AM,mudslide,downpour,medium,above_road,0.0,0.0,No,United States,US,Texas,1197816.0,Dallas,1.14114,-96.8139,32.7913
5078,10010,2017-06-26 13:10:00,2017,June,13:10:00,13,PM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-1.638238361,53.11450322
5083,8665,2012-02-22 14:03:00,2012,February,14:03:00,14,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2033.0,Waldport,11.8576,-123.9243,44.401
5088,9357,2016-03-08 00:00:00,2016,March,00:00:00,0,AM,landslide,mining,medium,mine,2.0,0.0,Yes,Democratic Republic of the Congo,CD,Katanga,418000.0,Kolwezi,65.76375,24.8656,-10.7142
5089,8695,2012-01-24 18:35:00,2012,January,18:35:00,18,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,9477.0,Astoria,4.56023,-123.7731,46.195
5090,9572,2016-10-09 00:00:00,2016,October,00:00:00,0,AM,landslide,downpour,medium,unknown,0.0,0.0,No,Indonesia,ID,West Java,0.0,Pangasinan,1.26282,108.5406,-7.4056
5091,9245,2016-01-25 00:00:00,2016,January,00:00:00,0,AM,landslide,mining,medium,mine,6.0,0.0,Yes,Myanmar [Burma],MM,Kachin,90894.0,Myitkyina,113.90626,96.2946,25.6226
5092,6597,2014-12-26 00:00:00,2014,December,00:00:00,0,AM,landslide,downpour,medium,unknown,1.0,0.0,Yes,Indonesia,ID,West Java,91845.0,Caringin,17.25733,106.9754,-6.681
5102,6487,2014-12-10 19:00:00,2014,December,19:00:00,19,PM,debris_flow,snowfall_snowmelt,medium,other,0.0,0.0,No,Peru,PE,Arequipa,0.0,Madrigal,11.45743,-71.8688,-15.6929
5104,6413,2014-08-27 16:00:00,2014,August,16:00:00,16,PM,landslide,rain,medium,unknown,1.0,0.0,Yes,Philippines,PH,Northern Mindanao,10870.0,Halapitan,2.2533,125.3449,7.9035
5105,6773,2015-02-14 09:00:00,2015,February,09:00:00,9,AM,landslide,downpour,small,retaining_wall,0.0,0.0,No,Sri Lanka,LK,Central,111701.0,Kandy,18.97715,80.7675,7.1855
5106,7219,2015-07-14 00:00:00,2015,July,00:00:00,0,AM,landslide,continuous_rain,small,above_road,0.0,0.0,No,United States,US,Kentucky,6903.0,Pikeville,10.52676,-82.4405,37.4078
5107,6292,2014-09-23 00:00:00,2014,September,00:00:00,0,AM,landslide,continuous_rain,small,unknown,1.0,0.0,Yes,India,IN,Assam,31091.0,Mankāchar,21.45798,89.9032,25.7238
5109,6783,2012-07-19 00:00:00,2012,July,00:00:00,0,AM,landslide,monsoon,medium,below_road,0.0,0.0,No,India,IN,West Bengal,46427.0,Kārsiyāng,6.71565,88.3373,26.8546
5110,6179,2014-07-24 18:00:00,2014,July,18:00:00,18,PM,mudslide,downpour,small,unknown,0.0,0.0,No,Ireland,IE,Munster,1271.0,Moroe,11.3251,-8.2479,52.604
5111,7720,2015-08-21 00:00:00,2015,August,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,Philippines,PH,Cordillera,7491.0,Tuding,4.8419,120.6868,16.4187
5114,7683,2016-05-06 07:30:00,2016,May,07:30:00,7,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,West Virginia,51400.0,Charleston,4.9463,-81.5791,38.3314
5118,7832,2015-05-16 00:00:00,2015,May,00:00:00,0,AM,landslide,unknown,medium,natural_slope,0.0,0.0,No,United States,US,Washington,1553.0,South Wenatchee,14.59066,-120.4116,47.2884
5122,5957,2014-03-13 08:30:00,2014,March,08:30:00,8,AM,mudslide,continuous_rain,large,unknown,2.0,2.0,Yes,Colombia,CO,Valle del Cauca,247986.0,Palmira,7.70237,-76.2244,3.5181
5126,7094,2015-05-02 00:00:00,2015,May,00:00:00,0,AM,landslide,continuous_rain,small,unknown,0.0,0.0,No,France,FR,Rhône-Alpes,2985.0,Les Houches,0.24357,6.7933,45.8892
5134,8046,2015-12-19 15:49:00,2015,December,15:49:00,15,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,9477.0,Astoria,6.13956,-123.7518,46.1857
5138,6710,2014-08-24 03:00:00,2014,August,03:00:00,3,AM,landslide,downpour,small,unknown,0.0,0.0,No,Puerto Rico,PR,Ponce,5080.0,Adjuntas,5.78872,-66.681,18.1283
5142,6449,2014-08-06 00:00:00,2014,August,00:00:00,0,AM,mudslide,rain,medium,unknown,0.0,0.0,No,United States,US,Nevada,3269.0,Hawthorne,8.68287,-118.6757,38.4575
5149,9441,2016-03-30 00:00:00,2016,March,00:00:00,0,AM,landslide,unknown,medium,above_road,0.0,0.0,No,United Kingdom,GB,England,7481.0,Stonehouse,3.43565,-2.3113,51.7245
5151,7880,2006-01-06 08:00:00,2006,January,08:00:00,8,AM,mudslide,rain,small,above_road,0.0,0.0,No,United States,US,Washington,53007.0,Shoreline,7.09839,-122.392,47.7017
5154,9067,2015-12-16 00:00:00,2015,December,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,United Kingdom,GB,England,13266.0,Bridport,3.58036,-2.7122,50.7472
5160,4897,2013-06-03 15:00:00,2013,June,15:00:00,15,PM,landslide,downpour,medium,unknown,3.0,2.0,Yes,Philippines,PH,Calabarzon,9720.0,Laurel,2.1661,120.9031,14.0439
5165,8796,2011-03-20 09:40:00,2011,March,09:40:00,9,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,10539.0,Damascus,2.87024,-122.4788,45.3959
5168,7265,2015-07-22 00:00:00,2015,July,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,India,IN,Manipur,92113.0,Kohima,23.04185,93.9854,25.5007
5169,8851,2011-01-16 06:37:00,2011,January,06:37:00,6,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3866.0,Coquille,9.03207,-124.2858,43.1391
5170,8322,2014-03-28 12:02:00,2014,March,12:02:00,12,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1312.0,Rockaway Beach,11.2406,-123.8857,45.7063
5173,6923,2015-03-28 23:00:00,2015,March,23:00:00,23,PM,landslide,downpour,medium,deforested_slope,12.0,0.0,Yes,Indonesia,ID,West Java,276414.0,Sukabumi,8.12964,107.0,-6.9237
5174,9417,2016-04-27 15:00:00,2016,April,15:00:00,15,PM,mudslide,unknown,large,natural_slope,0.0,0.0,No,United States,US,Washington,1553.0,South Wenatchee,14.14904,-120.4036,47.2892
5176,4730,2013-01-24 00:00:00,2013,January,00:00:00,0,AM,landslide,rain,large,unknown,10.0,17.0,Yes,Ecuador,EC,Guayas,12205.0,Baláo,16.34404,-79.6754,-2.9591
5179,9463,2016-08-06 09:00:00,2016,August,09:00:00,9,AM,landslide,rain,small,above_road,0.0,0.0,No,United States,US,Hawaii,2158.0,Princeville,0.79161,-159.4773,22.2106
5181,8507,2014-12-24 09:01:00,2014,December,09:01:00,9,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2391.0,Harbor,0.19893,-124.2683,42.0549
5182,7703,2016-05-11 00:00:00,2016,May,00:00:00,0,AM,landslide,earthquake,medium,above_road,0.0,0.0,No,China,CN,Tibet Autonomous Region,0.0,Gyamotang,15.31613,95.2747,31.5583
5184,9256,2016-01-28 21:00:00,2016,January,21:00:00,21,PM,landslide,unknown,medium,above_road,0.0,0.0,No,Nepal,NP,Western Region,107157.0,Bharatpur,9.79345,84.4694,27.7657
5195,6084,2014-06-22 03:00:00,2014,June,03:00:00,3,AM,landslide,rain,medium,unknown,0.0,0.0,No,India,IN,Kerala,37543.0,Kotamangalam,13.58691,76.7329,9.9983
5196,6921,2015-03-27 08:30:00,2015,March,08:30:00,8,AM,landslide,rain,medium,bluff,0.0,0.0,No,United States,US,Washington,29673.0,Des Moines,2.81002,-122.3241,47.3765
5200,8616,2012-03-30 07:38:00,2012,March,07:38:00,7,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2255.0,Odell,5.18995,-121.6091,45.6207
5208,7350,2015-10-26 00:00:00,2015,October,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Athmuqam,43.19851,73.5651,34.8482
5212,7166,2015-04-09 00:00:00,2015,April,00:00:00,0,AM,landslide,rain,small,above_road,0.0,0.0,No,United States,US,California,63522.0,San Clemente,3.51047,-117.6454,33.4418
5213,6531,2014-08-17 00:00:00,2014,August,00:00:00,0,AM,landslide,downpour,medium,unknown,3.0,2.0,Yes,Pakistan,PK,Azad Kashmir,640000.0,Kotli,5.89576,73.8859,33.4702
5220,5964,2014-03-18 00:00:00,2014,March,00:00:00,0,AM,landslide,downpour,medium,unknown,0.0,0.0,No,Pakistan,PK,Azad Kashmir,0.0,Athmuqam,11.89508,73.961,34.6651
5222,6774,2015-02-11 00:00:00,2015,February,00:00:00,0,AM,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,No,Bulgaria,BG,Plovdiv,7393.0,Devin,13.17524,24.4277,41.8601
5225,6056,2014-06-12 00:00:00,2014,June,00:00:00,0,AM,landslide,rain,small,above_road,0.0,0.0,No,Georgia,GE,Khashuris Raioni,10091.0,Surami,5.44896,43.4965,42.046
5229,7727,2015-08-20 18:00:00,2015,August,18:00:00,18,PM,landslide,continuous_rain,medium,below_road,0.0,0.0,No,India,IN,Nagaland,92113.0,Kohima,5.14863,94.1057,25.6263
5233,6808,2015-03-01 04:30:00,2015,March,04:30:00,4,AM,mudslide,rain,medium,above_road,0.0,0.0,No,United States,US,California,21723.0,Port Hueneme,11.69184,-119.0802,34.1033
5234,7160,2015-07-11 00:00:00,2015,July,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,India,IN,Uttarakhand,27611.0,Tehri,1.34136,78.4862,30.3799
5236,8399,2014-01-23 14:07:00,2014,January,14:07:00,14,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,9477.0,Astoria,6.1349,-123.7518,46.1857
5239,6550,2014-08-25 13:00:00,2014,August,13:00:00,13,PM,landslide,downpour,medium,unknown,5.0,2.0,Yes,Nepal,NP,Central Region,1600.0,Kodāri,19.75513,85.7763,27.8609
5244,9360,2016-03-07 00:00:00,2016,March,00:00:00,0,AM,landslide,rain,small,above_road,0.0,0.0,No,United States,US,Kentucky,1615.0,Warsaw,0.06468,-84.9013,38.7839
5246,7305,2015-08-01 15:15:00,2015,August,15:15:00,15,PM,rock_fall,continuous_rain,medium,above_road,0.0,0.0,No,India,IN,Maharashtra,64460.0,Khopoli,2.97885,73.3679,18.7687
5250,7862,2012-12-19 15:30:00,2012,December,15:30:00,15,PM,mudslide,unknown,small,above_road,0.0,0.0,No,United States,US,Washington,20254.0,Mukilteo,0.9719,-122.3102,47.9367
5251,7987,2016-02-18 18:31:00,2016,February,18:31:00,18,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,583776.0,Portland,2.70283,-122.6608,45.5017
5252,9516,2016-10-03 00:00:00,2016,October,00:00:00,0,AM,landslide,tropical_cyclone,small,urban,1.0,0.0,Yes,Dominican Republic,DO,Nacional,10457.0,La Agustina,0.98099,-69.9373,18.5079
5258,8974,2015-11-21 04:30:00,2015,November,04:30:00,4,AM,landslide,downpour,large,above_road,0.0,0.0,No,Indonesia,ID,North Sumatra,0.0,Kota Pinang,15.8908,100.0764,2.0336
5260,10036,2017-07-07 13:23:00,2017,July,13:23:00,13,PM,mudslide,downpour,small,urban,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-70.61794177,41.74309277
5261,6997,2015-06-04 00:00:00,2015,June,00:00:00,0,AM,landslide,downpour,medium,below_road,0.0,0.0,No,New Zealand,NZ,Otago,1200.0,Portobello,3.45468,170.6273,-45.8767
5262,6714,2015-01-14 00:00:00,2015,January,00:00:00,0,AM,landslide,mining,medium,mine,2.0,0.0,Yes,Nigeria,NG,Jigawa,42742.0,Gumel,30.84081,9.1854,12.4359
5264,8092,2015-12-09 01:11:00,2015,December,01:11:00,1,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1777.0,Banks,17.30419,-123.3321,45.6486
